userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
187,3.37,3.52,4.06,1.5,3.91,4.01,4.08,4.03,4.33,2.51,4.3,2.51,4.0,2.51,2.51,4.0,2.51,2.51
188,4.0,5.0,4.5,5.0,4.27,4.0,2.49,4.45,2.49,5.0,2.49,4.67,4.0,2.49,2.49,2.49,2.49,2.49
189,4.11,4.12,1.14,1.14,4.0,4.0,1.14,4.25,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14
190,3.73,4.27,1.63,3.5,3.93,3.8,3.0,4.04,1.63,1.63,1.63,1.63,3.0,1.63,1.63,1.63,1.63,1.63
191,2.47,3.67,1.75,4.0,3.76,4.0,5.0,4.17,1.75,1.75,1.75,1.75,4.5,1.75,1.75,1.75,1.75,1.75
192,4.27,4.33,1.24,1.24,3.67,3.0,1.24,4.0,1.24,1.24,1.24,1.24,3.0,1.24,1.24,1.24,1.24,1.24
193,3.61,3.83,5.0,1.59,3.1,4.12,1.59,3.94,1.59,1.59,5.0,1.59,1.59,1.59,1.59,1.59,1.59,1.59
194,3.57,1.14,2.0,1.14,3.38,3.5,1.14,4.0,1.14,1.14,1.14,4.0,1.14,1.14,1.14,1.14,1.14,1.14
195,3.27,3.27,3.0,4.0,3.85,3.85,2.21,3.45,4.0,2.21,3.67,2.21,4.5,2.21,2.21,3.0,2.21,2.21
196,4.11,4.08,1.85,1.85,3.5,3.75,1.85,3.62,1.85,1.85,4.5,1.85,2.0,1.85,3.5,4.25,1.85,1.85
197,3.88,4.0,1.11,1.11,4.0,3.17,1.11,5.0,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11,1.11
198,3.33,3.85,5.0,3.5,3.22,3.91,2.08,3.78,2.08,4.0,2.38,2.08,3.4,1.0,2.08,2.08,2.08,2.08
199,3.37,3.93,1.0,3.0,3.37,3.67,3.17,3.34,4.0,4.5,2.5,2.86,3.33,2.86,2.0,2.5,4.0,3.75
200,3.81,3.67,2.9,3.31,3.91,3.88,4.0,3.78,2.71,4.0,3.5,3.5,4.0,4.5,2.71,2.71,2.71,2.71
201,4.08,4.09,4.0,4.67,4.12,4.33,2.17,4.2,2.17,2.17,2.0,4.0,3.5,2.17,2.17,2.17,2.17,2.17
202,3.71,3.94,3.8,4.5,3.9,3.96,4.67,3.82,4.0,4.0,3.33,3.22,3.25,3.22,4.0,3.5,3.22,3.5
203,3.95,4.2,1.28,1.28,3.06,4.0,1.28,3.88,1.28,1.28,1.28,1.28,4.0,1.28,1.28,1.28,1.28,1.28
204,3.7,3.64,3.75,3.0,4.17,4.25,2.2,4.12,2.2,2.2,3.5,2.2,4.5,2.2,2.2,5.0,2.2,2.2
205,4.0,3.83,1.45,3.0,4.0,1.45,5.0,3.75,1.45,1.45,1.45,2.5,1.45,1.45,1.45,1.45,1.45,1.45
206,3.29,5.0,4.0,3.0,4.33,5.0,1.78,4.5,1.78,1.78,1.78,1.78,3.0,1.78,1.78,1.78,1.78,1.78
207,2.75,1.67,1.19,1.19,2.5,3.5,1.19,3.83,1.19,1.19,3.75,1.19,1.19,1.19,1.19,3.5,1.19,1.19
208,3.39,0.87,0.87,0.87,3.33,3.0,0.87,3.0,0.87,0.87,0.87,0.87,0.87,0.87,0.87,3.0,0.87,0.87
209,4.21,4.62,1.2,1.2,4.5,4.62,1.2,3.67,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
210,4.14,4.2,3.38,4.5,2.17,4.0,2.16,4.06,4.5,2.16,2.16,2.16,4.0,2.16,4.0,2.16,2.16,2.16
211,3.89,4.0,3.75,3.5,4.05,4.19,1.82,3.88,1.82,1.82,1.82,1.82,3.5,1.82,1.82,2.0,1.82,1.82
212,3.5,3.71,3.89,2.45,3.52,3.94,2.45,3.71,4.0,2.45,2.9,2.45,4.5,2.45,4.0,3.0,2.45,3.5
213,3.93,3.71,4.0,1.9,3.8,3.25,1.9,3.92,1.9,1.9,3.5,1.9,4.0,1.9,1.9,4.0,1.9,1.9
214,2.8,3.0,0.97,3.0,2.67,3.0,0.97,3.0,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
215,3.95,4.25,1.84,1.84,3.8,4.05,5.0,4.05,1.84,1.84,0.5,1.84,4.0,1.84,1.84,3.5,1.84,1.84
216,3.35,3.46,3.8,4.5,3.63,4.27,5.0,3.6,2.62,4.5,4.0,4.0,2.62,2.62,2.62,3.0,2.62,2.62
217,2.84,2.88,3.08,2.45,2.6,3.0,1.77,2.84,1.77,1.77,2.8,1.77,3.0,1.77,3.0,3.33,1.77,1.77
218,3.12,2.75,0.97,0.97,3.67,4.5,0.97,3.5,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
219,3.1,3.21,3.35,2.0,3.08,3.84,3.5,3.13,2.22,4.25,2.79,2.22,4.21,2.22,2.22,3.5,2.22,2.22
220,3.79,4.26,3.88,4.5,4.03,4.62,1.94,4.08,1.94,1.94,1.5,1.94,4.17,1.94,1.94,1.94,1.94,1.94
221,3.74,4.06,4.5,3.5,4.05,4.37,4.59,4.19,5.0,4.5,4.75,3.12,4.62,3.12,3.12,3.12,3.12,4.25
222,3.19,3.17,2.0,2.17,3.13,3.46,2.5,3.13,1.94,1.94,2.25,1.94,3.5,1.94,1.94,3.0,1.94,3.5
223,3.46,3.65,3.5,1.0,3.18,3.5,4.0,2.93,1.82,1.82,1.0,1.82,3.5,1.82,1.82,3.0,1.82,1.82
224,3.29,4.0,4.0,4.5,4.59,4.0,1.85,4.0,1.85,1.85,1.85,1.85,5.0,1.85,1.85,1.85,1.85,1.85
225,3.7,4.14,3.0,1.59,3.7,3.5,1.59,2.5,4.5,1.59,3.5,1.59,1.59,1.59,1.59,1.59,1.59,1.59
226,3.46,3.49,3.22,3.53,3.5,3.93,4.3,3.54,2.5,2.25,2.0,3.0,4.0,2.25,2.25,2.25,2.25,2.25
227,4.09,4.11,4.0,2.34,4.62,4.12,4.0,4.16,2.34,2.34,2.34,2.34,4.83,2.34,4.25,4.0,2.34,2.34
228,3.82,3.0,1.4,1.4,2.75,4.17,1.4,3.0,1.4,1.4,4.5,1.4,1.4,1.4,1.4,4.0,1.4,1.4
229,3.7,4.2,1.56,3.67,3.57,4.25,1.56,3.64,1.56,1.56,1.56,1.56,1.56,1.56,1.56,5.0,1.56,1.56
230,3.14,2.82,2.5,2.25,2.72,2.58,1.35,2.63,1.35,1.35,2.6,1.35,3.0,1.35,1.35,1.35,1.35,1.35
231,4.41,3.5,1.38,1.38,3.0,4.33,1.38,2.67,1.38,1.38,4.0,1.38,1.38,1.38,3.0,1.38,1.38,1.38
232,3.32,3.05,2.73,3.03,3.13,3.74,3.27,3.49,2.62,2.62,2.94,3.5,4.1,2.62,3.0,3.33,2.62,4.5
233,3.11,3.32,3.25,3.0,3.32,3.71,3.25,3.34,2.75,2.18,4.0,2.18,3.25,2.18,3.0,2.18,2.18,2.18
234,3.47,3.62,3.5,3.05,3.5,3.0,1.86,4.29,1.86,1.86,5.0,1.86,4.0,1.86,1.86,1.86,1.86,1.86
235,3.38,3.83,3.75,3.0,3.61,4.33,4.0,3.91,2.1,2.1,2.1,2.1,4.0,2.1,2.1,4.0,2.1,2.1
236,5.0,5.0,1.19,1.19,3.93,1.19,1.19,4.0,1.19,1.19,3.5,1.19,1.19,1.19,1.19,1.19,1.19,1.19
237,3.39,3.0,1.6,1.6,2.91,3.3,1.6,3.7,1.6,1.6,3.5,1.6,5.0,1.6,1.6,4.0,1.6,1.6
238,3.88,1.5,1.44,2.0,3.75,4.0,1.44,3.7,1.44,1.44,3.0,1.44,1.44,1.44,1.44,1.44,1.44,4.0
239,4.0,3.97,3.5,2.24,3.88,4.48,4.12,4.05,2.24,2.24,3.25,2.24,5.0,2.24,2.24,4.0,2.24,2.24
240,3.93,4.0,3.17,3.89,4.23,3.0,2.12,3.47,2.12,2.12,4.5,2.12,2.12,2.12,2.12,3.0,2.12,5.0
241,3.8,4.12,4.25,1.55,4.07,4.0,1.55,3.97,1.55,1.55,1.55,1.55,3.75,1.55,1.55,1.55,1.55,1.55
242,3.2,3.17,1.72,3.0,3.4,4.33,1.72,3.86,1.72,1.72,1.72,1.72,5.0,1.72,1.72,5.0,1.72,1.72
243,4.22,3.0,3.5,3.5,4.33,4.0,1.5,4.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
244,3.64,4.33,1.89,3.0,4.0,3.43,1.89,4.19,1.89,1.89,3.5,1.89,3.0,1.89,1.89,5.0,1.89,1.89
245,0.95,4.0,3.0,0.95,3.0,1.5,3.17,2.38,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
246,4.26,4.5,4.44,5.0,4.1,4.11,2.45,4.12,5.0,2.45,2.45,2.45,4.5,4.0,2.45,2.45,2.45,2.45
247,3.71,3.77,3.0,3.0,3.54,3.96,2.43,3.98,2.43,2.43,4.0,2.0,3.83,2.43,4.0,5.0,2.43,2.43
248,3.77,3.67,1.45,1.45,3.0,4.5,3.5,1.45,1.45,1.45,1.45,1.45,4.0,1.45,3.62,1.45,1.45,1.45
249,3.71,3.68,4.05,2.91,3.55,3.92,3.83,3.94,3.33,3.08,2.97,3.08,4.2,2.75,4.29,3.75,3.08,4.5
250,3.75,4.33,4.25,1.65,3.5,4.25,1.65,4.59,1.65,1.65,1.65,5.0,1.65,1.65,1.65,1.65,1.65,1.65
251,5.0,5.0,3.75,2.15,5.0,4.88,5.0,5.0,2.15,2.15,2.15,2.15,5.0,2.15,2.15,2.15,2.15,2.15
252,3.86,4.5,4.25,4.5,4.33,1.7,1.7,4.17,1.7,1.7,1.7,1.7,1.7,1.7,5.0,1.7,1.7,1.7
253,3.25,4.75,4.5,1.9,4.41,4.0,4.31,4.39,1.9,4.5,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
254,3.84,4.27,2.23,3.0,3.83,4.05,4.12,3.98,2.23,2.23,4.5,2.23,4.5,2.23,2.23,4.0,2.23,2.23
255,4.17,2.33,2.0,1.33,2.68,1.0,1.0,1.0,1.08,1.08,3.0,1.08,1.08,1.08,1.08,1.08,1.08,1.0
256,4.0,3.81,4.0,3.83,3.86,4.33,4.0,4.03,2.65,2.65,4.0,2.65,4.0,2.65,3.88,4.0,2.65,2.65
257,3.61,3.0,3.5,0.91,2.69,3.5,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
258,3.7,4.83,4.5,1.49,1.49,5.0,1.49,4.21,1.49,1.49,1.49,1.49,4.5,1.49,1.49,1.49,1.49,1.49
259,2.06,2.58,1.36,3.0,4.67,4.0,1.36,3.08,1.36,1.36,1.36,1.36,5.0,1.36,1.36,1.36,1.36,1.36
260,3.72,3.75,4.14,4.0,3.8,3.5,3.75,3.79,3.75,2.33,3.5,2.33,4.17,2.33,2.33,2.33,2.33,2.33
261,3.76,1.0,1.5,1.25,3.68,4.36,1.25,4.2,1.25,1.25,1.25,1.25,4.0,1.25,1.25,1.25,1.25,1.25
262,3.2,1.0,2.5,1.0,2.9,3.33,1.0,3.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.67,1.0,1.0
263,3.54,4.0,3.94,3.5,3.6,3.73,3.6,3.88,3.0,2.32,2.32,2.32,5.0,2.32,2.32,4.0,2.32,2.32
264,3.23,3.97,3.12,5.0,3.5,1.91,1.91,4.12,3.0,1.91,2.5,5.0,1.0,1.91,1.91,1.91,1.91,1.91
265,3.59,3.75,1.47,3.0,3.26,3.42,1.47,3.2,1.47,1.47,2.33,1.47,4.0,1.47,1.47,1.47,1.47,1.47
266,3.72,3.2,3.5,2.67,3.31,4.33,3.0,3.38,5.0,2.32,2.67,2.32,4.0,2.32,2.32,3.0,2.32,2.32
267,4.26,4.57,1.5,3.0,4.44,3.0,1.5,3.8,1.5,1.5,4.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5
268,3.0,3.75,1.51,1.51,3.37,3.62,2.0,3.37,1.51,1.51,2.0,1.51,3.0,1.51,1.51,3.0,1.51,1.51
269,3.18,4.0,4.0,4.0,3.33,3.5,1.71,4.75,1.71,1.71,1.71,1.71,4.0,1.71,1.71,1.71,1.71,1.71
270,2.93,5.0,1.52,5.0,2.64,4.0,1.52,3.83,1.52,1.52,1.52,1.52,4.0,1.52,1.52,1.52,1.52,1.52
271,2.67,3.5,3.0,1.7,3.58,3.0,1.7,3.19,1.7,4.0,3.75,1.7,4.0,1.7,1.7,1.7,1.7,1.7
272,3.64,3.12,3.5,1.43,4.0,4.17,1.43,3.5,1.43,1.43,1.43,1.43,1.43,1.43,3.75,1.43,1.43,1.43
273,3.75,4.14,4.5,3.25,4.04,4.5,2.07,4.0,2.07,2.07,2.07,2.07,5.0,2.07,2.07,4.0,2.07,2.07
274,3.25,3.3,3.18,2.85,3.15,3.57,3.5,3.34,3.5,2.58,3.11,2.58,3.56,2.58,3.67,3.5,2.58,3.0
275,3.95,3.88,3.8,4.67,4.05,4.32,4.5,4.12,4.0,3.0,4.0,3.02,5.0,1.0,3.02,4.0,3.02,3.02
276,4.73,4.1,4.5,3.5,4.4,1.46,1.46,5.0,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46,1.46
277,3.85,3.5,1.4,3.0,3.29,1.4,1.4,2.5,1.4,1.4,1.4,1.4,5.0,1.4,4.0,1.4,1.4,1.4
278,4.5,3.0,5.0,1.78,3.33,5.0,1.78,4.62,1.78,1.78,3.0,1.78,1.78,1.78,3.5,1.78,1.78,1.78
279,3.65,3.57,2.0,2.17,3.48,3.68,2.17,3.74,2.17,2.17,5.0,2.17,3.5,2.17,4.5,3.0,2.17,3.0
280,3.76,4.0,4.5,4.06,3.7,4.54,5.0,4.17,4.0,2.76,2.76,5.0,3.0,4.0,2.76,2.76,2.76,2.76
281,3.25,3.5,2.5,1.03,3.25,2.5,1.03,3.5,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
282,3.96,4.25,4.38,3.83,3.79,4.37,4.12,4.18,2.28,2.28,4.0,2.28,4.25,2.28,2.28,2.28,2.28,2.28
283,4.0,4.0,2.0,3.0,2.94,4.5,1.34,3.67,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
284,3.66,3.57,4.0,3.0,3.81,4.0,1.67,1.67,1.67,1.67,1.67,1.67,4.0,1.67,1.67,4.0,1.67,1.67
285,3.75,1.6,1.6,4.0,3.65,4.42,1.6,3.93,1.6,1.6,4.0,1.6,5.0,1.6,1.6,1.6,1.6,1.6
286,3.74,3.88,2.06,4.0,3.4,4.44,2.06,3.79,2.06,2.06,4.12,2.06,4.75,2.06,2.06,5.0,2.06,2.06
287,1.85,2.85,1.5,1.5,3.17,2.79,4.25,2.94,1.43,1.43,0.88,1.43,2.5,1.43,1.43,1.5,1.43,1.43
288,3.04,3.24,3.06,3.13,3.17,3.58,3.67,3.28,3.0,2.79,2.4,3.0,3.56,3.0,2.64,3.29,2.79,3.19
289,3.12,3.5,3.5,1.63,3.61,4.25,3.5,3.88,1.63,1.63,4.0,1.63,1.63,1.63,1.63,1.63,1.63,1.63
290,4.12,4.14,4.33,4.67,3.96,4.29,4.2,4.25,3.0,4.33,3.55,4.67,4.0,3.18,3.18,3.75,3.18,3.18
291,4.33,4.21,4.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
292,3.5,3.59,3.42,3.4,2.64,3.36,3.5,2.94,2.55,2.55,1.92,4.0,2.67,4.0,2.55,4.0,2.55,3.0
293,2.57,3.0,2.0,2.0,2.43,3.5,1.19,4.0,1.19,1.19,2.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19
294,2.64,2.49,2.83,1.91,2.62,3.1,4.0,3.14,1.54,1.54,1.54,1.54,2.0,1.54,1.54,1.54,1.54,3.0
295,3.22,4.75,1.39,1.39,3.88,4.64,1.39,3.62,1.39,1.39,0.5,1.39,4.5,1.39,1.39,1.39,1.39,1.39
296,3.41,4.33,4.5,1.74,4.83,5.0,4.5,4.75,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74
297,2.26,3.0,1.07,1.07,3.0,3.25,1.07,2.3,1.07,1.07,1.07,1.07,2.5,1.07,1.07,3.0,1.07,1.07
298,2.53,2.58,2.88,0.62,2.16,2.86,2.88,2.24,2.0,1.95,2.11,1.95,3.42,1.5,3.0,0.75,1.95,3.5
299,3.69,3.0,0.92,0.92,0.92,0.92,0.92,4.0,2.0,0.92,3.8,0.92,0.92,0.92,0.92,0.92,0.92,0.92
300,4.0,1.21,1.21,1.21,4.33,4.0,1.21,4.5,1.21,1.21,1.21,1.21,1.21,1.21,5.0,1.21,1.21,1.21
301,2.66,3.35,1.63,2.5,3.42,4.33,1.63,3.93,1.63,1.63,0.83,1.63,4.25,1.63,1.63,4.0,1.63,1.63
302,3.83,1.52,1.52,1.52,4.14,4.2,1.52,4.25,1.52,1.52,1.52,1.52,4.0,1.52,1.52,4.0,1.52,3.0
303,4.26,3.83,1.84,5.0,3.29,2.5,1.84,3.25,1.84,1.84,3.67,1.84,3.75,1.84,3.5,1.84,1.84,1.84
304,3.84,4.0,4.0,4.0,3.75,3.78,2.44,3.97,2.44,2.44,3.5,4.0,4.0,2.44,2.44,5.0,2.44,2.44
305,3.83,3.82,4.0,3.71,4.11,4.17,2.93,3.95,3.38,2.93,4.09,2.93,4.0,3.0,4.0,3.17,2.93,3.5
306,3.4,3.64,3.45,3.0,3.26,3.0,1.9,2.94,2.25,1.9,3.29,1.9,1.9,1.9,3.0,3.0,1.9,1.9
307,2.84,3.09,3.15,2.37,2.46,3.36,2.5,2.79,3.0,2.26,1.79,2.25,3.5,2.75,2.0,2.86,2.26,2.26
308,2.03,3.89,2.57,3.2,2.19,1.22,3.0,1.77,1.49,1.49,1.49,3.0,1.0,1.49,1.49,3.0,1.49,1.49
309,3.94,4.05,1.76,3.25,4.05,3.82,1.76,3.79,0.5,4.25,1.76,1.76,4.0,1.76,1.76,1.76,1.76,1.76
310,3.13,3.92,4.67,1.99,3.44,3.12,4.0,4.1,1.99,1.99,1.99,1.99,5.0,1.99,1.99,1.99,1.99,4.5
311,2.4,3.0,0.92,0.92,1.22,2.5,0.92,3.5,0.92,0.92,4.0,0.92,0.92,0.92,0.92,0.92,0.92,0.92
312,3.53,3.89,2.71,5.0,3.47,4.11,5.0,3.98,4.33,4.0,3.43,2.71,4.0,2.71,2.71,4.0,2.71,2.71
313,3.48,3.05,1.86,2.5,3.17,4.2,2.3,3.7,4.2,1.0,3.88,2.3,4.33,2.3,4.0,2.0,2.3,2.3
314,2.82,3.07,3.0,3.5,3.25,3.6,1.65,3.38,1.65,1.65,2.0,1.65,2.0,1.65,1.65,3.0,1.65,1.65
315,3.0,3.0,1.66,3.0,3.8,4.0,1.66,3.8,1.66,1.66,2.33,4.0,1.66,1.66,1.66,1.66,1.66,3.0
316,2.86,2.79,2.0,3.0,3.12,3.5,3.0,3.25,1.67,1.67,3.5,1.67,1.67,1.67,1.67,3.0,1.67,1.67
317,3.6,3.6,2.23,2.23,3.77,4.0,3.83,3.6,2.23,2.23,3.67,2.23,4.0,2.23,3.0,3.0,2.23,4.0
318,3.55,3.7,3.73,3.67,3.85,3.88,4.04,3.78,3.7,3.5,3.5,2.5,3.86,4.5,3.92,3.31,3.31,3.83
319,4.38,4.45,4.0,1.73,4.0,4.83,1.73,4.5,1.73,1.73,1.73,1.73,1.73,1.73,5.0,1.73,1.73,1.73
320,3.53,0.79,0.79,3.5,3.25,0.79,0.79,4.0,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
321,3.71,3.67,3.0,3.0,3.45,4.0,1.54,3.86,1.54,1.54,1.54,1.54,1.54,1.54,1.54,3.0,1.54,1.54
322,3.4,3.36,2.21,3.17,3.38,3.19,4.0,3.6,3.5,3.5,2.5,2.5,3.67,2.21,2.21,2.21,2.21,2.21
323,2.9,3.41,3.75,2.5,3.36,3.69,1.74,3.17,1.74,1.74,1.74,1.74,2.5,1.74,2.5,3.5,1.74,1.74
324,4.0,2.5,0.86,0.86,3.0,2.67,0.86,3.33,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
325,3.14,3.6,3.5,3.6,3.33,4.09,2.0,3.82,4.0,2.59,3.71,2.59,3.8,2.59,4.0,4.0,2.59,2.59
326,4.1,4.13,2.19,2.19,3.93,4.16,4.67,3.92,2.19,2.19,3.25,2.19,3.75,2.19,3.0,4.5,2.19,2.19
327,3.14,3.58,3.75,5.0,4.52,4.29,2.02,4.0,2.02,2.02,3.5,2.02,4.5,2.02,2.02,2.02,2.02,2.02
328,3.11,3.34,3.14,4.06,3.27,3.64,2.18,2.92,2.18,2.18,3.33,5.0,2.88,2.18,2.18,2.5,2.18,2.0
329,1.25,2.75,1.06,1.06,3.21,2.39,1.06,4.5,1.06,1.06,5.0,1.06,1.06,1.06,1.06,1.06,1.06,1.06
330,3.51,3.77,3.6,3.71,3.58,3.98,2.46,4.0,3.5,2.46,3.5,4.5,4.1,2.46,2.46,2.5,2.46,2.46
331,3.39,3.37,3.5,3.0,3.87,4.43,2.5,3.96,1.93,1.93,4.0,1.93,1.93,1.93,2.75,1.93,1.93,1.93
332,3.4,3.72,4.0,3.5,3.77,3.95,2.4,3.71,2.5,2.4,3.12,2.4,4.0,3.5,2.4,2.4,2.4,4.0
333,3.2,1.67,0.78,1.0,2.78,0.78,0.78,3.4,0.78,0.78,1.0,0.78,0.78,0.78,0.78,1.0,0.78,0.78
334,3.43,3.6,3.7,3.0,3.54,3.25,3.5,3.21,1.8,1.8,2.38,1.8,2.83,1.8,1.8,1.8,1.8,1.8
335,4.3,0.84,0.84,0.84,3.08,4.5,0.84,3.17,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
336,4.26,4.25,2.5,1.6,4.38,4.44,1.6,4.44,1.6,1.6,1.6,1.6,4.5,1.6,1.6,1.6,1.6,1.6
337,4.52,3.67,1.66,5.0,3.76,4.12,1.66,4.23,1.66,1.66,1.66,1.66,4.5,1.66,1.66,1.66,1.66,1.66
338,2.38,2.67,1.25,1.37,3.75,4.67,2.0,2.94,1.37,1.37,1.37,1.37,4.0,1.37,1.0,1.37,1.37,1.37
339,3.75,3.87,4.5,3.25,4.08,4.58,4.21,4.3,3.21,3.21,4.0,3.21,3.94,4.5,4.25,4.0,3.21,4.5
340,4.19,5.0,4.0,1.7,3.67,5.0,1.7,3.67,1.7,1.7,1.7,1.7,1.7,1.7,1.7,5.0,1.7,1.7
341,3.75,4.0,3.5,3.0,3.74,1.24,1.24,4.33,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24,1.24
342,3.18,2.75,1.46,2.0,3.0,3.0,1.46,3.18,1.46,1.46,2.2,1.46,4.0,1.46,1.46,3.0,1.46,1.46
343,3.77,4.25,4.17,2.13,4.11,4.16,5.0,3.93,2.13,2.13,4.0,2.13,5.0,2.13,2.13,2.13,2.13,2.13
344,4.23,4.5,4.0,5.0,3.5,3.5,1.94,2.64,1.94,1.94,1.0,1.94,1.5,1.94,5.0,1.94,1.94,1.94
345,3.93,3.7,1.25,1.25,3.87,1.25,1.25,4.07,1.25,1.25,3.5,1.25,3.5,1.25,1.25,1.25,1.25,1.25
346,3.36,3.83,2.18,2.18,3.41,3.9,4.0,3.79,2.5,4.0,3.75,2.18,3.67,2.18,2.18,3.0,2.18,2.18
347,3.35,3.86,4.0,4.0,3.69,1.62,1.62,3.33,1.62,1.62,1.62,1.62,3.0,1.62,1.62,4.0,1.62,1.62
348,4.56,4.6,1.8,1.8,4.75,4.83,4.0,4.65,1.8,1.8,1.8,1.8,5.0,1.8,1.8,1.8,1.8,1.8
349,3.9,3.5,3.0,4.0,3.88,4.0,1.43,3.5,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43,1.43
350,3.4,3.33,1.27,3.0,3.14,3.0,1.27,3.0,1.27,1.27,1.27,1.27,4.0,1.27,1.27,1.27,1.27,1.27
351,3.6,3.58,1.72,2.5,3.61,4.08,1.72,3.75,1.72,1.72,2.86,1.72,3.5,1.72,3.5,1.72,1.72,1.72
352,3.57,4.0,3.5,3.25,3.74,4.11,3.01,3.86,4.0,3.01,4.18,3.01,4.67,3.5,3.88,4.0,3.01,4.0
353,3.15,3.67,4.0,3.5,3.43,4.6,5.0,3.4,2.46,2.46,3.5,2.46,5.0,2.46,2.46,5.0,2.46,2.46
354,3.69,3.47,2.5,3.62,3.76,3.97,3.5,3.84,2.43,2.43,3.92,4.0,4.0,2.43,2.43,3.5,2.43,2.43
355,4.11,3.25,3.0,1.56,3.75,5.0,1.56,4.0,1.56,1.56,1.56,5.0,1.56,1.56,1.56,1.56,1.56,1.56
356,3.84,4.11,3.7,4.67,4.05,4.11,2.31,4.12,2.31,2.31,3.5,2.31,5.0,2.31,2.31,4.5,2.31,2.31
357,3.88,3.96,4.0,4.29,3.75,4.09,4.21,4.19,2.37,2.37,3.69,3.67,2.37,2.37,2.37,3.0,2.37,2.37
358,2.0,3.0,0.97,0.97,3.21,0.97,0.5,3.82,4.0,0.97,1.0,0.97,0.97,0.97,0.97,0.97,0.97,0.97
359,2.81,3.43,1.17,3.5,3.23,4.0,1.17,4.08,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17,1.17
360,3.25,0.91,0.91,1.0,3.2,4.17,0.91,3.75,0.91,0.91,1.0,0.91,0.91,0.91,0.91,0.91,0.91,0.91
361,3.24,3.0,3.0,1.31,3.3,3.0,1.31,3.05,1.31,1.31,3.0,2.0,1.31,1.31,1.31,1.31,1.31,1.31
362,4.19,4.43,4.5,2.14,4.17,4.33,2.14,4.29,2.14,4.5,4.06,2.14,4.0,2.14,2.14,2.14,2.14,2.14
363,3.04,2.5,1.11,1.11,3.75,3.5,1.11,3.25,1.11,1.11,4.0,1.11,1.11,1.11,1.11,1.11,1.11,1.11
364,4.08,5.0,3.0,5.0,4.0,5.0,1.84,4.0,1.84,1.84,1.84,1.84,3.0,1.84,1.84,1.84,1.84,1.84
365,2.78,2.76,2.88,2.75,3.06,2.75,0.5,2.15,1.5,1.55,1.0,1.55,1.25,1.55,3.0,1.5,1.55,1.55
366,3.86,4.5,1.4,1.4,2.75,4.75,1.4,4.25,1.4,1.4,1.4,1.4,1.4,1.4,5.0,1.4,1.4,1.4
367,3.91,4.06,3.38,4.7,3.63,4.5,2.0,4.03,2.0,2.0,3.33,2.0,2.0,2.0,2.0,4.5,2.0,2.0
368,2.66,2.94,1.9,1.9,2.98,3.22,1.9,3.26,1.9,3.0,2.41,3.0,3.0,1.9,2.0,2.8,3.0,1.9
369,3.26,3.24,5.0,2.5,3.62,3.3,3.0,3.33,1.82,1.82,1.82,1.5,4.0,1.82,1.82,1.82,1.82,1.82
370,3.41,3.33,1.38,1.38,3.79,3.67,1.38,3.61,3.5,1.38,1.38,1.38,3.5,1.38,1.38,1.38,1.38,1.38
371,4.43,4.45,4.7,2.36,4.67,5.0,2.36,4.67,5.0,2.36,5.0,2.36,4.5,2.36,2.36,2.36,2.36,2.36
372,3.67,2.95,2.5,3.33,3.18,3.46,3.0,3.35,2.5,2.14,3.0,2.14,4.2,2.14,2.14,3.33,2.14,2.14
373,2.57,2.64,4.75,2.75,2.74,4.57,1.87,4.22,1.87,1.87,2.0,1.87,4.5,1.87,1.87,3.0,1.87,1.87
374,3.6,3.2,3.0,1.78,4.33,3.5,1.78,4.0,3.0,1.78,4.33,1.78,1.78,1.78,1.78,3.0,1.78,1.78
